City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
11,Okhotsk,RU,59.3833,143.3,-6.05,87,100,13.53,overcast clouds
12,Darnah,LY,32.767,22.6367,57.51,87,17,13.98,few clouds
13,Balkhash,KZ,46.844,74.9804,-7.22,98,17,7.02,few clouds
14,Provideniya,RU,64.3833,-173.3,5.11,61,1,20.13,clear sky
15,Port Alfred,ZA,-33.5906,26.891,66.18,78,100,5.99,light rain
16,Adrar,MR,20.5022,-10.0711,67.77,16,28,9.48,scattered clouds
17,Banda Aceh,ID,5.5577,95.3222,75.54,86,85,9.48,overcast clouds
18,Barrow,US,71.2906,-156.7887,-9.38,77,0,20.71,haze
19,Atuona,PF,-9.8,-139.0333,78.85,76,2,17.87,clear sky
20,Chumikan,RU,54.7183,135.315,-28.71,87,95,15.79,overcast clouds
21,Hithadhoo,MV,-0.6,73.0833,81.01,75,100,13.38,overcast clouds
22,Georgetown,MY,5.4112,100.3354,76.95,88,20,0.0,few clouds
23,Zhezkazgan,KZ,47.8043,67.7144,-9.99,100,34,5.23,scattered clouds
24,Bredasdorp,ZA,-34.5322,20.0403,58.98,55,58,2.95,broken clouds
25,Shimoda,JP,34.6667,138.95,29.1,45,0,25.5,clear sky
26,Mar Del Plata,AR,-38.0023,-57.5575,71.94,82,78,5.99,broken clouds
27,Punta Arenas,CL,-53.15,-70.9167,51.12,53,75,16.11,broken clouds
28,Puerto Ayora,EC,-0.7393,-90.3518,77.56,93,80,4.0,broken clouds
29,Bluff,NZ,-46.6,168.3333,56.5,72,32,2.62,scattered clouds
30,Tautira,PF,-17.7333,-149.15,80.62,81,100,16.15,light rain
31,Columbus,US,39.9612,-82.9988,36.12,83,0,0.0,clear sky
32,Diamantino,BR,-14.4086,-56.4461,74.62,92,96,2.44,overcast clouds
33,Agadez,NE,19.75,10.25,69.48,13,0,7.0,clear sky
34,Chowchilla,US,37.123,-120.2602,61.02,51,0,0.0,clear sky
35,Ucluelet,CA,48.9329,-125.5528,48.51,94,100,1.99,overcast clouds
36,Arraial Do Cabo,BR,-22.9661,-42.0278,75.63,88,100,7.61,overcast clouds
37,Venado Tuerto,AR,-33.7456,-61.9688,80.76,38,52,5.17,broken clouds
38,Abnub,EG,27.2696,31.1511,57.07,62,0,7.31,clear sky
39,Cherskiy,RU,68.75,161.3,-25.49,97,100,1.97,overcast clouds
40,Golden,US,39.7555,-105.2211,32.97,59,75,6.91,broken clouds
41,Formosa,AR,-26.1775,-58.1781,92.21,26,4,6.08,clear sky
42,Raton,US,36.9034,-104.4391,28.33,59,75,21.85,broken clouds
43,Necochea,AR,-38.5473,-58.7368,62.96,76,81,19.19,broken clouds
44,Albany,US,42.6001,-73.9662,34.88,83,78,9.46,broken clouds
45,Qaanaaq,GL,77.484,-69.3632,-8.19,61,23,8.63,few clouds
46,East London,ZA,-33.0153,27.9116,68.2,88,98,16.89,light rain
47,Mataura,NZ,-46.1927,168.8643,68.25,46,22,3.11,few clouds
48,Chuy,UY,-33.6971,-53.4616,69.85,58,44,9.64,scattered clouds
49,Miraflores,MX,19.2167,-98.8083,74.03,33,6,4.81,clear sky
50,Kaitangata,NZ,-46.2817,169.8464,64.67,60,14,2.59,few clouds
51,Biak,ID,-0.9131,122.8766,76.1,87,100,5.93,light rain
52,Victoria,HK,22.2855,114.1577,52.25,56,100,15.99,overcast clouds
53,Hobart,AU,-42.8794,147.3294,74.26,68,20,8.05,few clouds
54,Caravelas,BR,-17.7125,-39.2481,78.89,86,88,12.12,overcast clouds
55,Muros,ES,42.7762,-9.0603,51.1,68,3,14.07,clear sky
56,Huilong,CN,31.8111,121.655,20.93,56,41,7.63,scattered clouds
57,Coahuayana,MX,18.7333,-103.6833,83.68,43,0,7.09,clear sky
58,Enkoping,SE,59.6361,17.0777,39.06,97,100,11.48,overcast clouds
59,Chokurdakh,RU,70.6333,147.9167,-24.36,96,100,2.55,overcast clouds
60,Den Helder,NL,52.9599,4.7593,33.98,93,100,2.3,mist
61,Port Lincoln,AU,-34.7333,135.8667,65.5,70,0,3.18,clear sky
62,Lebu,CL,-37.6167,-73.65,59.5,68,3,15.99,clear sky
63,Antalaha,MG,-14.9003,50.2788,76.53,84,100,3.71,overcast clouds
64,Christchurch,NZ,-43.5333,172.6333,72.41,72,75,18.41,broken clouds
65,Tres Marias,MX,19.0522,-99.2431,68.47,28,6,7.16,clear sky
66,Sur,OM,22.5667,59.5289,65.01,56,40,9.53,scattered clouds
67,Mandurah,AU,-32.55,115.7,66.06,72,0,14.32,clear sky
68,Raudeberg,NO,61.9875,5.1352,47.86,2,100,37.67,light rain
69,Glens Falls,US,43.3095,-73.644,35.33,91,73,1.99,broken clouds
70,Butaritari,KI,3.0707,172.7902,80.85,79,47,18.75,light rain
71,Upernavik,GL,72.7868,-56.1549,14.86,92,100,20.56,overcast clouds
72,Amapa,BR,1.0,-52.0,71.4,98,90,3.02,overcast clouds
73,Airai,TL,-8.9266,125.4092,64.42,84,93,0.43,overcast clouds
74,Fortuna,US,40.5982,-124.1573,61.14,67,0,4.61,clear sky
75,Buala,SB,-8.145,159.5921,81.09,80,100,8.05,overcast clouds
76,Goderich,CA,43.7501,-81.7165,34.92,76,96,6.6,overcast clouds
77,Sakaiminato,JP,35.55,133.2333,32.7,64,100,23.98,light snow
78,Calabazar De Sagua,CU,22.6447,-79.8961,74.16,75,0,11.83,moderate rain
79,Bambous Virieux,MU,-20.3428,57.7575,73.22,91,100,8.3,light rain
80,Riverton,US,40.5219,-111.9391,32.16,70,40,5.99,scattered clouds
81,New Norfolk,AU,-42.7826,147.0587,73.92,64,66,4.0,broken clouds
82,Nikolskoye,RU,59.7035,30.7861,31.91,95,100,6.98,overcast clouds
83,Tasiilaq,GL,65.6145,-37.6368,17.76,63,46,7.38,scattered clouds
84,Busselton,AU,-33.65,115.3333,60.17,75,0,13.09,clear sky
85,Dikson,RU,73.5069,80.5464,-2.58,93,100,29.97,overcast clouds
86,Hermanus,ZA,-34.4187,19.2345,55.8,55,86,5.35,overcast clouds
87,Kislovodsk,RU,43.9133,42.7208,24.44,64,4,3.22,clear sky
88,Castro,BR,-24.7911,-50.0119,69.19,64,3,1.48,clear sky
89,Lisakovsk,KZ,52.5369,62.4936,4.39,92,19,8.77,few clouds
90,Nome,US,64.5011,-165.4064,-2.13,55,0,3.44,clear sky
91,Padang,ID,-0.9492,100.3543,73.45,77,100,3.42,overcast clouds
92,Mahebourg,MU,-20.4081,57.7,73.26,91,100,8.61,light rain
93,Sault Sainte Marie,CA,46.5168,-84.3333,28.96,96,100,3.44,mist
94,Emerald,AU,-23.5333,148.1667,80.35,68,2,12.3,clear sky
95,Narsaq,GL,60.9167,-46.05,28.62,84,98,11.74,overcast clouds
96,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,90,50,14.27,light rain
97,Lourdes,FR,43.1,-0.05,34.52,86,100,0.0,overcast clouds
98,Ponta Do Sol,PT,32.6667,-17.1,61.43,53,21,9.26,few clouds
99,Torbay,CA,47.6666,-52.7314,38.57,93,100,18.41,heavy intensity rain
100,Lasa,IT,46.6166,10.7002,34.02,80,70,1.81,broken clouds
101,Beloha,MG,-25.1667,45.05,74.17,80,79,18.34,broken clouds
102,Stony Plain,CA,53.5334,-114.0021,37.71,66,87,8.79,overcast clouds
103,Tuatapere,NZ,-46.1333,167.6833,64.2,53,31,3.69,scattered clouds
104,Hasaki,JP,35.7333,140.8333,29.21,45,12,25.21,few clouds
105,Dwarka,IN,22.2394,68.9678,64.4,48,24,13.13,few clouds
106,Kharp,RU,66.8014,65.8081,9.03,89,95,8.9,overcast clouds
107,Thompson,CA,55.7435,-97.8558,-13.07,94,9,3.11,clear sky
108,Longyearbyen,SJ,78.2186,15.6401,22.84,93,100,18.41,snow
109,Kodiak,US,57.79,-152.4072,38.71,100,100,3.44,mist
110,Nantucket,US,41.2835,-70.0995,39.34,65,100,13.8,overcast clouds
111,Luau,AO,-10.7073,22.2247,63.91,93,100,2.86,overcast clouds
112,Hokitika,NZ,-42.7167,170.9667,66.7,57,98,4.76,overcast clouds
113,Ilulissat,GL,69.2167,-51.1,15.82,79,100,6.91,light snow
114,Cayenne,GF,4.9333,-52.3333,75.24,73,0,2.3,clear sky
115,Bengkulu,ID,-3.8004,102.2655,74.17,88,100,5.91,heavy intensity rain
116,Port Elizabeth,ZA,-33.918,25.5701,65.1,81,100,4.0,overcast clouds
117,Kununurra,AU,-15.7667,128.7333,78.78,89,100,4.61,overcast clouds
118,Lompoc,US,34.6391,-120.4579,65.59,45,2,3.94,clear sky
119,Cabinda,AO,-5.55,12.2,78.21,80,88,2.13,overcast clouds
120,Tiksi,RU,71.6872,128.8694,-28.98,100,96,4.59,overcast clouds
121,Esperance,AU,-33.8667,121.9,66.63,80,15,17.47,few clouds
122,Bernalillo,US,35.05,-106.6673,40.69,52,75,18.41,broken clouds
123,Avarua,CK,-21.2078,-159.775,82.45,69,7,6.91,clear sky
124,Manzanillo,CU,20.3433,-77.1167,80.64,48,8,9.93,clear sky
125,Cusuna,HN,15.85,-85.2333,79.52,72,66,10.98,broken clouds
126,Hilo,US,19.7297,-155.09,82.13,69,20,11.5,few clouds
127,Ust-Maya,RU,60.4167,134.5333,-66.01,100,93,0.72,overcast clouds
128,Iqaluit,CA,63.7506,-68.5145,-15.07,70,75,14.97,broken clouds
129,Makakilo City,US,21.3469,-158.0858,82.72,64,0,10.36,clear sky
130,Codrington,AU,-38.2667,141.9667,67.78,58,5,5.19,clear sky
131,Ahipara,NZ,-35.1667,173.1667,72.77,57,33,14.81,scattered clouds
132,Whitehorse,CA,60.7161,-135.0538,34.11,73,91,15.01,overcast clouds
133,Gidole,ET,5.65,37.3667,59.36,37,81,4.0,broken clouds
134,Yellowknife,CA,62.456,-114.3525,7.32,78,75,2.3,light snow
135,Aba,NG,5.1066,7.3667,80.46,79,35,7.14,scattered clouds
136,Bathsheba,BB,13.2167,-59.5167,77.61,73,20,18.41,few clouds
137,Bubaque,GW,11.2833,-15.8333,74.91,81,65,15.86,broken clouds
138,Caiaponia,BR,-16.9567,-51.8103,69.67,92,90,1.9,overcast clouds
139,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.51,70,7,9.42,clear sky
140,Norman Wells,CA,65.282,-126.8329,-0.36,78,100,0.0,overcast clouds
141,Tigil,RU,57.8,158.6667,3.36,97,100,3.22,overcast clouds
142,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,21,0,24.16,clear sky
143,Moussoro,TD,13.6408,16.4901,74.1,9,53,10.63,broken clouds
144,Port Said,EG,31.2565,32.2841,63.64,69,0,14.85,clear sky
145,Viedma,AR,-40.8135,-62.9967,71.74,17,11,6.51,few clouds
146,Tazmalt,DZ,36.3868,4.3989,39.36,99,100,2.71,moderate rain
147,Harper,LR,4.375,-7.7169,79.48,83,23,3.18,light rain
148,College,US,64.8569,-147.8028,1.58,79,100,0.0,overcast clouds
149,Klaksvik,FO,62.2266,-6.589,47.32,82,91,30.65,overcast clouds
150,Sinnamary,GF,5.3833,-52.95,74.75,79,17,10.89,few clouds
151,Ullapool,GB,57.8987,-5.1604,52.36,94,100,19.6,overcast clouds
152,Novo Aripuana,BR,-5.1206,-60.3797,74.12,98,95,1.66,overcast clouds
153,Ushumun,RU,52.7833,126.5333,-38.49,100,31,3.8,scattered clouds
154,Salalah,OM,17.0151,54.0924,73.49,68,75,10.36,broken clouds
155,Boa Vista,BR,2.8197,-60.6733,80.58,54,0,8.05,clear sky
156,Tahoua,NE,14.8888,5.2692,76.86,13,3,9.86,clear sky
157,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,14.05,90,100,20.11,light snow
158,Manitouwadge,CA,49.1215,-85.8403,-1.41,98,100,3.09,overcast clouds
159,Ancud,CL,-41.8697,-73.8203,57.94,64,58,7.2,broken clouds
160,Madimba,TZ,-10.4,40.3333,80.04,88,100,13.38,overcast clouds
161,Sorong,ID,-0.8833,131.25,78.78,85,98,4.03,overcast clouds
162,Pevek,RU,69.7008,170.3133,-13.41,74,71,2.64,broken clouds
163,Pajapan,MX,18.25,-94.7,82.56,76,3,4.92,clear sky
164,Macusani,PE,-14.0833,-70.4333,37.47,97,100,4.09,overcast clouds
165,Eidsvag,NO,62.7767,8.0668,50.65,95,100,7.81,overcast clouds
166,Faya,SA,18.3851,42.4509,52.32,85,15,2.8,few clouds
167,Vaini,TO,-21.2,-175.2,86.16,79,20,6.91,light rain
168,Hambantota,LK,6.1241,81.1185,72.61,83,28,11.88,scattered clouds
169,Tuktoyaktuk,CA,69.4541,-133.0374,-5.8,84,100,14.97,light snow
170,Severo-Kurilsk,RU,50.6789,156.125,25.63,92,100,50.17,snow
171,Khandyga,RU,62.6667,135.6,-41.01,94,100,0.6,overcast clouds
172,Westport,US,41.1415,-73.3579,41.56,57,100,9.22,overcast clouds
173,Huejuquilla El Alto,MX,22.6,-103.8667,67.42,21,0,18.72,clear sky
174,Chaozhou,CN,23.6651,116.6379,40.86,62,95,5.1,overcast clouds
175,La Ronge,CA,55.1001,-105.2842,12.45,79,100,3.44,light snow
176,Manavalakurichi,IN,8.1333,77.3,73.85,80,72,9.71,broken clouds
177,Berezanka,UA,46.8526,31.388,30.76,82,20,8.46,few clouds
178,Etchoropo,MX,26.7667,-109.6667,67.15,23,3,18.39,clear sky
179,Palmer,US,42.1584,-72.3287,36.5,70,40,10.36,scattered clouds
180,Souillac,MU,-20.5167,57.5167,73.78,94,75,3.44,light rain
181,Kamskiye Polyany,RU,55.4307,51.4171,5.81,97,78,5.44,broken clouds
182,Sampit,ID,-2.5333,112.95,74.25,96,100,3.11,overcast clouds
183,Shitanjing,CN,39.2342,106.3439,8.35,33,5,5.1,clear sky
184,Alice Springs,AU,-23.7,133.8833,88.21,40,71,4.61,broken clouds
185,Tadine,NC,-21.55,167.8833,83.79,74,62,5.08,broken clouds
186,Khatanga,RU,71.9667,102.5,-37.16,94,92,3.53,overcast clouds
187,Haverfordwest,GB,51.8017,-4.9691,44.06,91,46,4.68,scattered clouds
188,Ornskoldsvik,SE,63.2909,18.7153,32.95,100,75,5.75,broken clouds
189,Coihaique,CL,-45.5752,-72.0662,50.61,76,75,6.91,broken clouds
190,Kolokani,ML,13.5728,-8.0339,80.01,24,14,6.69,few clouds
191,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,100,75,17.05,light intensity shower rain
192,Oriximina,BR,-1.7656,-55.8661,74.57,92,44,3.2,light rain
193,Payson,US,40.0444,-111.7321,31.37,68,100,3.0,overcast clouds
194,Mount Gambier,AU,-37.8333,140.7667,67.64,50,17,4.05,few clouds
195,Talnakh,RU,69.4865,88.3972,-11.79,92,100,11.81,overcast clouds
196,Bethel,US,41.3712,-73.414,39.54,64,100,4.61,overcast clouds
197,Jizan,SA,17.3333,42.6667,74.34,71,0,3.04,clear sky
198,Tanout,NE,14.9709,8.8879,71.37,13,31,10.76,scattered clouds
199,Borogontsy,RU,62.6683,131.1683,-63.06,100,69,3.44,broken clouds
200,Kavaratti,IN,10.5669,72.642,78.78,80,77,10.27,broken clouds
201,Xining,CN,36.6167,101.7667,17.38,19,95,2.86,overcast clouds
202,Bratsk,RU,56.1325,101.6142,-14.31,100,99,1.36,overcast clouds
203,Livramento,BR,-3.0254,-60.1803,77.67,100,75,4.61,moderate rain
204,Port Hardy,CA,50.6996,-127.4199,42.98,100,100,5.75,overcast clouds
205,Ormara,PK,25.2088,64.6357,57.97,35,0,22.44,clear sky
206,Soyo,AO,-6.1349,12.3689,79.21,78,91,2.01,overcast clouds
207,Constitucion,CL,-35.3333,-72.4167,63.19,64,0,16.87,clear sky
208,Mahon,ES,39.8885,4.2658,46.96,93,40,6.91,scattered clouds
209,Barguzin,RU,53.6167,109.6167,-17.39,94,100,1.52,overcast clouds
210,Arona,ES,28.0996,-16.681,58.82,60,20,10.36,few clouds
211,Belyy Yar,RU,53.6039,91.3903,17.49,68,100,17.9,overcast clouds
212,Port Blair,IN,11.6667,92.75,77.65,72,80,8.72,broken clouds
213,Qandala,SO,11.472,49.8728,74.01,72,45,5.17,scattered clouds
214,Poum,NC,-20.2333,164.0167,82.36,74,9,6.4,clear sky
215,Acari,PE,-15.4311,-74.6158,76.46,73,69,7.52,broken clouds
216,Pisco,PE,-13.7,-76.2167,73.45,78,0,20.71,clear sky
217,Serafimovich,RU,49.5786,42.736,18.75,86,18,3.24,few clouds
218,Magistralnyy,RU,56.1725,107.4458,-10.43,99,100,2.95,overcast clouds
219,Zlynka,RU,52.4267,31.7378,27.23,70,9,1.36,clear sky
220,Clyde River,CA,70.4692,-68.5914,-19.97,69,75,16.11,broken clouds
221,Nabire,ID,-3.3667,135.4833,78.3,85,97,2.19,overcast clouds
222,Klobuck,PL,50.9008,18.9367,35.06,85,100,4.52,overcast clouds
223,Ust-Nera,RU,64.5667,143.2,-41.39,98,99,2.35,overcast clouds
224,Kemijarvi,FI,66.7131,27.4306,27.14,93,100,13.87,overcast clouds
225,Sao Filipe,CV,14.8961,-24.4956,69.75,69,89,2.55,overcast clouds
226,Half Moon Bay,US,37.4636,-122.4286,65.44,40,0,10.36,clear sky
227,Geraldton,AU,-28.7667,114.6,68.41,88,5,6.91,clear sky
228,Stolin,BY,51.8912,26.846,32.72,92,74,3.74,broken clouds
229,Pathein,MM,16.7833,94.7333,63.77,44,84,5.88,broken clouds
230,Dalaba,GN,10.7,-12.25,70.57,47,88,3.47,overcast clouds
231,Faanui,PF,-16.4833,-151.75,81.86,73,99,14.92,overcast clouds
232,Tilichiki,RU,60.4667,166.1,7.18,83,100,11.56,overcast clouds
233,Victor Harbor,AU,-35.5667,138.6167,75.69,78,0,1.57,clear sky
234,Solnechnyy,RU,50.7214,136.6319,-25.67,92,80,2.91,broken clouds
235,Guerrero Negro,MX,27.9769,-114.0611,64.26,26,2,8.08,clear sky
236,Nanortalik,GL,60.1432,-45.2371,28.83,80,100,18.21,overcast clouds
237,Port Macquarie,AU,-31.4333,152.9167,80.89,69,19,2.86,few clouds
238,Saint George,US,37.1041,-113.5841,50.43,34,0,12.66,clear sky
239,Encheng,CN,22.1839,112.3026,44.1,50,45,6.58,scattered clouds
240,Clearwater,US,27.9659,-82.8001,74.1,67,100,11.99,overcast clouds
241,Nishihara,JP,26.1842,127.7558,49.28,76,100,21.85,overcast clouds
242,Havelock,US,34.8791,-76.9013,49.98,76,0,5.75,clear sky
243,New Port Richey,US,28.2442,-82.7193,74.08,67,88,4.0,overcast clouds
244,Matay,EG,28.419,30.7792,56.93,79,0,14.27,clear sky
245,Umm Lajj,SA,25.0213,37.2685,70.65,68,0,4.29,clear sky
246,Saskylakh,RU,71.9167,114.0833,-15.48,100,100,1.99,overcast clouds
247,Palauig,PH,15.435,119.9045,75.07,66,89,9.4,overcast clouds
248,Vila Velha,BR,-20.3297,-40.2925,78.75,95,75,9.22,moderate rain
249,Aden,YE,12.7794,45.0367,76.19,69,26,14.25,scattered clouds
250,Serebryansk,KZ,49.6925,83.2892,-0.35,99,100,3.74,overcast clouds
251,Portland,US,45.5234,-122.6762,52.88,73,40,5.99,scattered clouds
252,Carnarvon,AU,-24.8667,113.6333,77.88,68,0,18.16,clear sky
253,Lavrentiya,RU,65.5833,-171.0,-14.82,96,45,12.06,scattered clouds
254,Morant Bay,JM,17.8815,-76.4093,82.02,77,11,11.36,few clouds
255,Cordoba,AR,-31.4135,-64.1811,76.96,74,42,1.52,scattered clouds
256,Aklavik,CA,68.2191,-135.0107,-7.6,84,100,5.75,light snow
257,Bairiki,KI,1.3292,172.9752,86.0,74,75,13.8,broken clouds
258,Phalaborwa,ZA,-23.943,31.1411,76.28,68,6,9.62,clear sky
259,Qinggang,CN,46.6833,126.0833,-26.3,93,9,3.56,clear sky
260,Lagoa,PT,39.05,-27.9833,59.65,80,39,20.76,scattered clouds
261,Shishou,CN,29.7226,112.419,27.52,41,1,5.03,clear sky
262,Shenkursk,RU,62.1091,42.896,14.47,96,84,5.19,broken clouds
263,Kayerkan,RU,69.3497,87.7602,-12.48,76,100,8.21,overcast clouds
264,Lakes Entrance,AU,-37.8811,147.981,75.16,61,3,3.29,clear sky
265,Banjar,ID,-8.19,114.9675,77.05,87,100,3.62,overcast clouds
266,Calvinia,ZA,-31.4707,19.776,55.31,63,0,5.14,clear sky
267,Dhidhdhoo,MV,6.8833,73.1,79.36,77,100,10.78,overcast clouds
268,Vestmannaeyjar,IS,63.4427,-20.2734,42.12,87,100,28.63,overcast clouds
269,Mount Isa,AU,-20.7333,139.5,85.77,58,86,6.91,overcast clouds
270,Tazovskiy,RU,67.4667,78.7,-4.02,95,100,16.35,overcast clouds
271,San Buenaventura,MX,27.0833,-101.5333,74.48,11,6,24.07,clear sky
272,Sept-Iles,CA,50.2001,-66.3821,24.8,74,100,11.99,overcast clouds
273,Hobyo,SO,5.3505,48.5268,75.43,72,100,20.02,overcast clouds
274,Sarai,RU,53.7458,41.0213,18.03,88,28,6.69,scattered clouds
275,Asyut,EG,27.181,31.1837,57.22,60,0,7.54,clear sky
276,Margate,GB,51.3813,1.3862,39.9,82,44,1.99,scattered clouds
277,Blackfoot,US,43.1905,-112.345,25.36,94,99,1.81,overcast clouds
278,Da Nang,VN,16.0678,108.2208,60.78,94,100,5.75,overcast clouds
279,Colares,PT,38.7992,-9.4469,48.88,57,2,21.99,clear sky
280,Tomatlan,MX,19.9333,-105.25,82.51,47,5,10.36,clear sky
281,Ondjiva,AO,-17.0667,15.7333,71.49,69,86,3.89,overcast clouds
282,Veinticinco De Mayo,AR,-35.4323,-60.1727,70.99,89,57,4.0,broken clouds
283,Santiago Del Estero,AR,-27.7951,-64.2615,99.48,25,8,4.9,clear sky
284,Fare,PF,-16.7,-151.0167,81.55,75,90,14.83,overcast clouds
285,Oistins,BB,13.0667,-59.5333,77.09,73,20,18.41,few clouds
286,Yarmolyntsi,UA,49.1924,26.8373,27.25,77,3,4.16,clear sky
287,Temir,KZ,49.1414,57.13,1.4,98,14,5.57,few clouds
288,Creston,US,41.0586,-94.3614,33.71,100,100,0.0,mist
289,Kargil,IN,34.5667,76.1,9.59,97,100,0.25,snow
290,Corumba,BR,-19.0092,-57.6533,80.85,70,85,3.71,overcast clouds
291,Juigalpa,NI,12.1063,-85.3645,85.91,58,40,6.91,scattered clouds
292,Sitka,US,57.0531,-135.33,44.49,93,100,6.91,light rain
293,Ergani,TR,38.2653,39.7621,39.43,53,0,3.09,clear sky
294,Naze,JP,28.3667,129.4833,41.92,77,100,22.06,overcast clouds
295,Oyotun,PE,-6.8519,-79.3036,81.28,55,57,7.83,broken clouds
296,Mehamn,NO,71.0357,27.8492,35.55,80,75,24.16,broken clouds
297,Nador,MA,35.174,-2.9287,44.85,93,0,9.22,clear sky
298,Kalasin,TH,16.5,103.5,59.05,99,6,4.97,clear sky
299,Hervey Bay,AU,-25.2986,152.8535,77.76,71,73,4.18,broken clouds
300,Skibbereen,IE,51.55,-9.2667,48.11,98,100,6.78,overcast clouds
301,Moss Point,US,30.4116,-88.5345,60.85,83,100,16.11,overcast clouds
302,Dingle,PH,10.9995,122.6711,73.53,90,91,12.68,overcast clouds
303,Zhigansk,RU,66.7697,123.3711,-41.71,95,100,7.67,overcast clouds
304,Port Hueneme,US,34.1478,-119.1951,72.14,44,0,6.91,clear sky
305,Sistranda,NO,63.7256,8.834,48.16,85,100,48.99,overcast clouds
306,Kushmurun,KZ,52.4503,64.6311,-0.56,98,66,9.28,broken clouds
307,Hammerfest,NO,70.6634,23.6821,34.25,100,75,14.97,light shower snow
308,Izumo,JP,35.3667,132.7667,28.35,80,75,6.91,light snow
309,Polonnaruwa,LK,7.9333,81.0,67.93,92,21,2.44,few clouds
310,Samarai,PG,-10.6167,150.6667,82.8,79,100,10.33,overcast clouds
311,Mount Pleasant,US,32.7941,-79.8626,53.74,73,0,6.91,clear sky
312,Sechura,PE,-5.5569,-80.8222,78.21,61,49,15.82,scattered clouds
313,Avera,US,33.194,-82.5271,51.85,60,6,6.33,clear sky
314,Nakhon Sawan,TH,15.7,100.0833,62.98,56,4,5.12,clear sky
315,Haines Junction,CA,60.7522,-137.5108,28.58,93,88,4.23,overcast clouds
316,Cap-Aux-Meules,CA,47.3821,-61.8597,30.22,80,75,21.85,broken clouds
317,Tura,IN,25.5198,90.2201,59.63,55,32,3.4,scattered clouds
318,Kirakira,SB,-10.4544,161.9205,83.35,76,100,7.27,overcast clouds
319,Merrill,US,45.1805,-89.6835,26.37,80,75,5.75,broken clouds
320,Hofn,IS,64.2539,-15.2082,39.34,70,100,6.6,overcast clouds
321,West Odessa,US,31.8424,-102.4988,41.05,69,100,11.5,overcast clouds
322,Cao Bang,VN,22.6667,106.25,40.98,53,50,1.52,scattered clouds
323,Olinda,BR,-8.0089,-34.8553,80.33,74,75,6.91,broken clouds
324,Richards Bay,ZA,-28.783,32.0377,73.69,93,27,6.78,light rain
325,Chapais,CA,49.7834,-74.8492,-2.42,94,100,7.7,overcast clouds
326,Kahului,US,20.8947,-156.47,79.97,64,40,8.05,light rain
327,Mastic Beach,US,40.7668,-72.8521,41.29,56,100,14.97,overcast clouds
328,Nago,JP,26.5881,127.9761,49.05,71,100,16.93,overcast clouds
329,Kavieng,PG,-2.5744,150.7967,82.31,76,100,8.48,light rain
330,Trofors,NO,65.5333,13.4063,46.27,100,100,25.55,light rain
331,Cockburn Town,TC,21.4612,-71.1419,77.81,70,0,17.65,clear sky
332,Laguna,US,38.421,-121.4238,62.17,55,0,5.75,clear sky
333,Egvekinot,RU,66.3167,-179.1667,-15.79,87,10,13.22,clear sky
334,Tarko-Sale,RU,64.9225,77.785,0.59,96,100,20.45,light snow
335,Troitskoye,RU,52.9821,84.6757,13.66,93,100,16.55,light snow
336,Gerash,IR,27.6652,54.1371,52.02,62,99,1.34,overcast clouds
